dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,readcheck,1,1,0.0,0,0,0.0,1,1,0,0,readcheck=1,keep_rare_distinct=1,,,,designfix=1569
llm,readconfig,1,1,0.0,1,1,100.0,1,1,1,0,readconfig=1,auto_canonicalize_existing=1,,,,refactor=47
llm,readcore,1,1,0.0,1,1,100.0,1,1,1,0,readcore=1,auto_canonicalize_existing=1,,,,refactor=11219
llm,readevent,1,1,0.0,1,1,100.0,1,1,1,0,readevent=1,auto_canonicalize_existing=1,,,,refactor=22572
llm,readle,1,1,0.0,0,0,0.0,1,1,0,0,readle=1,keep_rare_distinct=1,,,,refactor=758167
llm,readlist,1,1,0.0,0,0,0.0,1,1,0,0,readlist=1,keep_rare_distinct=1,,,,refactor=899682
llm,readmodel,1,1,0.0,0,0,0.0,1,1,0,0,readmodel=1,keep_rare_distinct=1,,,,refactor=644
llm,readmore,1,1,0.0,1,1,100.0,1,1,1,0,readmore=1,auto_canonicalize_existing=1,,,,refactor=31169
llm,readres,1,1,0.0,1,1,100.0,1,1,1,0,readres=1,auto_canonicalize_existing=1,,,,refactor=61
llm,readstructs,1,1,0.0,1,1,100.0,1,1,1,0,readstructs=1,auto_canonicalize_existing=1,,,,refactor=10585
llm,readt,1,1,0.0,0,0,0.0,1,1,0,0,readt=1,keep_rare_distinct=1,,,,docs=280934
llm,readtoolread,1,1,0.0,0,0,0.0,1,1,0,0,readtoolread=1,keep_rare_distinct=1,,,,refactor=107959
llm,recharge,1,1,0.0,0,0,0.0,1,1,0,0,recharge=1,keep_rare_distinct=1,,,,docs=85
llm,recordattach,1,1,0.0,1,1,100.0,1,1,1,0,recordattach=1,auto_canonicalize_existing=1,,,,review=58
llm,recorddb,1,1,0.0,0,0,0.0,1,1,0,0,recorddb=1,keep_rare_distinct=1,,,,refactor=37
llm,recordrefine,1,1,0.0,0,0,0.0,1,1,0,0,recordrefine=1,keep_rare_distinct=1,,,,improve=42
llm,refinedocs,1,1,0.0,1,1,100.0,1,1,1,0,refinedocs=1,auto_canonicalize_existing=1,,,,refineui=24
llm,reframe,1,1,0.0,0,0,0.0,1,1,0,0,reframe=1,keep_rare_distinct=1,,,,review=494
llm,registry,1,1,0.0,0,0,0.0,1,1,0,0,registry=1,keep_rare_distinct=1,,,,design=40
llm,regression,1,1,0.0,0,0,0.0,1,1,0,0,regression=1,keep_rare_distinct=1,,,,benchmark=288
llm,relation,1,1,0.0,0,0,0.0,1,1,0,0,relation=1,keep_rare_distinct=1,,,,research=50
llm,releasegate,1,1,0.0,0,0,0.0,1,1,0,0,releasegate=1,keep_rare_distinct=1,,,,research=81
llm,relocate,1,1,0.0,0,0,0.0,1,1,0,0,relocate=1,keep_rare_distinct=1,,,,commitlog=66
llm,removefield,1,1,0.0,0,0,0.0,1,1,0,0,removefield=1,keep_rare_distinct=1,,,,refactor=46
llm,removefile,1,1,0.0,0,0,0.0,1,1,0,0,removefile=1,keep_rare_distinct=1,,,,metrics=148996
llm,renamecodex,1,1,0.0,0,0,0.0,1,1,0,0,renamecodex=1,keep_rare_distinct=1,,,,uxrefine=29
llm,repair,1,1,0.0,0,0,0.0,1,1,0,0,repair=1,keep_rare_distinct=1,,,,prooflife=1471
llm,reportcheck,1,1,0.0,1,1,100.0,1,1,0,0,reportcheck=1,review_merge=1,,,,design=22
llm,reportgate,1,1,0.0,1,1,100.0,1,1,0,0,reportgate=1,review_merge=1,,,,design=60
llm,reportsync,1,1,0.0,1,1,100.0,1,1,0,0,reportsync=1,review_merge=1,,,,design=30
llm,reproduce,1,1,0.0,0,0,0.0,1,1,0,0,reproduce=1,keep_rare_distinct=1,,,,research=52
llm,requestid,1,1,0.0,0,0,0.0,1,1,0,0,requestid=1,keep_rare_distinct=1,,,,design=33
llm,researchgoal,1,1,0.0,0,0,0.0,1,1,0,0,researchgoal=1,keep_rare_distinct=1,,,,analyze=63
llm,reset,1,1,0.0,0,0,0.0,1,1,0,0,reset=1,keep_rare_distinct=1,,,,refactor=46
llm,reshard,1,1,0.0,0,0,0.0,1,1,0,0,reshard=1,keep_rare_distinct=1,,,,analyze=9
llm,restore,1,1,0.0,0,0,0.0,1,1,0,0,restore=1,keep_rare_distinct=1,,,,research=52
llm,restrict,1,1,0.0,0,0,0.0,1,1,0,0,restrict=1,keep_rare_distinct=1,,,,design=31
llm,results,1,1,0.0,0,0,0.0,1,1,0,0,results=1,keep_rare_distinct=1,,,,analyze=14
llm,risk,1,1,0.0,0,0,0.0,1,1,0,0,risk=1,keep_rare_distinct=1,,,,refactor=65
llm,rolloutuuid,1,1,0.0,0,0,0.0,1,1,0,0,rolloutuuid=1,keep_rare_distinct=1,,,,design=52
llm,rotate,1,1,0.0,0,0,0.0,1,1,0,0,rotate=1,keep_rare_distinct=1,,,,refactor=62
llm,rqdesign,1,1,0.0,1,1,100.0,1,1,0,0,rqdesign=1,review_merge=1,,,,compare=24
llm,rqdiff,1,1,0.0,0,0,0.0,1,1,0,0,rqdiff=1,keep_rare_distinct=1,,,,compare=435
llm,rqffee,1,1,0.0,0,0,0.0,1,1,0,0,rqffee=1,keep_rare_distinct=1,,,,rqanalyze=58
llm,rqplot,1,1,0.0,0,0,0.0,1,1,0,0,rqplot=1,keep_rare_distinct=1,,,,docs=21
llm,rqrefactor,1,1,0.0,0,0,0.0,1,1,0,0,rqrefactor=1,keep_rare_distinct=1,,,,rqmap=537
llm,rqsetup,1,1,0.0,0,0,0.0,1,1,0,0,rqsetup=1,keep_rare_distinct=1,,,,refactor=48
llm,rqtag,1,1,0.0,0,0,0.0,1,1,0,0,rqtag=1,keep_rare_distinct=1,,,,breakdown=14
llm,rulelocked,1,1,0.0,0,0,0.0,1,1,0,0,rulelocked=1,keep_rare_distinct=1,,,,ignore=498
llm,runagent,1,1,0.0,0,0,0.0,1,1,0,0,runagent=1,keep_rare_distinct=1,,,,design=360
llm,runbaseline,1,1,0.0,0,0,0.0,1,1,0,0,runbaseline=1,keep_rare_distinct=1,,,,docs=30
llm,runcheck,1,1,0.0,1,1,100.0,1,1,0,0,runcheck=1,review_merge=1,,,,refactor=45
llm,runconfig,1,1,0.0,0,0,0.0,1,1,0,0,runconfig=1,keep_rare_distinct=1,,,,review=39
llm,rundiscover,1,1,0.0,0,0,0.0,1,1,0,0,rundiscover=1,keep_rare_distinct=1,,,,refactor=51363
llm,runexec,1,1,0.0,0,0,0.0,1,1,0,0,runexec=1,keep_rare_distinct=1,,,,docs=55740
llm,runlog,1,1,0.0,0,0,0.0,1,1,0,0,runlog=1,keep_rare_distinct=1,,,,analyze=25
llm,runner,1,1,0.0,0,0,0.0,1,1,0,0,runner=1,keep_rare_distinct=1,,,,refactor=37
llm,runners,1,1,0.0,0,0,0.0,1,1,0,0,runners=1,keep_rare_distinct=1,,,,refactor=42
llm,runoff,1,1,0.0,0,0,0.0,1,1,0,0,runoff=1,keep_rare_distinct=1,,,,test=47
llm,runtime,1,1,0.0,0,0,0.0,1,1,0,0,runtime=1,keep_rare_distinct=1,,,,research=46
llm,rustfmt,1,1,0.0,0,0,0.0,1,1,0,0,rustfmt=1,keep_rare_distinct=1,,,,refactor=24
llm,scanoffset,1,1,0.0,0,0,0.0,1,1,0,0,scanoffset=1,keep_rare_distinct=1,,,,refactor=92786
llm,scenario,1,1,0.0,0,0,0.0,1,1,0,0,scenario=1,keep_rare_distinct=1,,,,review=59
llm,scope,1,1,0.0,0,0,0.0,1,1,0,0,scope=1,keep_rare_distinct=1,,,,design=23
llm,scoreclaim,1,1,0.0,0,0,0.0,1,1,0,0,scoreclaim=1,keep_rare_distinct=1,,,,design=28
llm,scoreupdate,1,1,0.0,1,1,100.0,1,1,0,0,scoreupdate=1,review_merge=1,,,,analyze=47
llm,scoreuser,1,1,0.0,0,0,0.0,1,1,0,0,scoreuser=1,keep_rare_distinct=1,,,,design=49
llm,script,1,1,0.0,0,0,0.0,1,1,0,0,script=1,keep_rare_distinct=1,,,,design=45
llm,searching,1,1,0.0,0,0,0.0,1,1,0,0,searching=1,keep_rare_distinct=1,,,,readcmd=8284
llm,secret,1,1,0.0,0,0,0.0,1,1,0,0,secret=1,keep_rare_distinct=1,,,,design=26
llm,securitydoc,1,1,0.0,0,0,0.0,1,1,0,0,securitydoc=1,keep_rare_distinct=1,,,,ignore=46
llm,selectoracle,1,1,0.0,0,0,0.0,1,1,0,0,selectoracle=1,keep_rare_distinct=1,,,,design=47
llm,senddoc,1,1,0.0,0,0,0.0,1,1,0,0,senddoc=1,keep_rare_distinct=1,,,,refactor=84613
llm,serde,1,1,0.0,0,0,0.0,1,1,0,0,serde=1,keep_rare_distinct=1,,,,research=54
llm,session,1,1,0.0,0,0,0.0,1,1,0,0,session=1,keep_rare_distinct=1,,,,cli=353
llm,sessionfile,1,1,0.0,0,0,0.0,1,1,0,0,sessionfile=1,keep_rare_distinct=1,,,,analyze=78
llm,setsid,1,1,0.0,0,0,0.0,1,1,0,0,setsid=1,keep_rare_distinct=1,,,,network=40
llm,setsource,1,1,0.0,0,0,0.0,1,1,0,0,setsource=1,keep_rare_distinct=1,,,,refactor=87539
llm,setupcolsrow,1,1,0.0,0,0,0.0,1,1,0,0,setupcolsrow=1,keep_rare_distinct=1,,,,feedback=41
llm,shell,1,1,0.0,0,0,0.0,1,1,0,0,shell=1,keep_rare_distinct=1,,,,analyze=24
llm,shimlog,1,1,0.0,0,0,0.0,1,1,0,0,shimlog=1,keep_rare_distinct=1,,,,test=23
llm,signal,1,1,0.0,0,0,0.0,1,1,0,0,signal=1,keep_rare_distinct=1,,,,refactor=63
llm,signatures,1,1,0.0,0,0,0.0,1,1,0,0,signatures=1,keep_rare_distinct=1,,,,analyze=4
llm,sitecfg,1,1,0.0,0,0,0.0,1,1,0,0,sitecfg=1,keep_rare_distinct=1,,,,refactor=43
llm,sitemap,1,1,0.0,0,0,0.0,1,1,0,0,sitemap=1,keep_rare_distinct=1,,,,deployed=66
llm,skip,1,1,0.0,0,0,0.0,1,1,0,0,skip=1,keep_rare_distinct=1,,,,cisetup=59
llm,sleep,1,1,0.0,0,0,0.0,1,1,0,0,sleep=1,keep_rare_distinct=1,,,,sleep=41761
llm,slicechars,1,1,0.0,0,0,0.0,1,1,0,0,slicechars=1,keep_rare_distinct=1,,,,tag=17
llm,snapshotchk,1,1,0.0,0,0,0.0,1,1,0,0,snapshotchk=1,keep_rare_distinct=1,,,,refactor=41984
llm,snapshotsumm,1,1,0.0,0,0,0.0,1,1,0,0,snapshotsumm=1,keep_rare_distinct=1,,,,test=66685
llm,sourcestate,1,1,0.0,0,0,0.0,1,1,0,0,sourcestate=1,keep_rare_distinct=1,,,,commitlog=21
llm,spawn,1,1,0.0,0,0,0.0,1,1,0,0,spawn=1,keep_rare_distinct=1,,,,refactorrepo=21
llm,splitpack,1,1,0.0,0,0,0.0,1,1,0,0,splitpack=1,keep_rare_distinct=1,,,,design=88
llm,splitwhitesp,1,1,0.0,0,0,0.0,1,1,0,0,splitwhitesp=1,keep_rare_distinct=1,,,,test=78357
llm,spotcheck,1,1,0.0,0,0,0.0,1,1,0,0,spotcheck=1,keep_rare_distinct=1,,,,research=36
llm,sqladapt,1,1,0.0,0,0,0.0,1,1,0,0,sqladapt=1,keep_rare_distinct=1,,,,test=49
llm,sqldelete,1,1,0.0,0,0,0.0,1,1,0,0,sqldelete=1,keep_rare_distinct=1,,,,refactor=21
llm,sqlread,1,1,0.0,0,0,0.0,1,1,0,0,sqlread=1,keep_rare_distinct=1,,,,review=21
llm,sseprocess,1,1,0.0,0,0,0.0,1,1,0,0,sseprocess=1,keep_rare_distinct=1,,,,refactor=54812
llm,ssltrack,1,1,0.0,0,0,0.0,1,1,0,0,ssltrack=1,keep_rare_distinct=1,,,,test=52829
llm,stability,1,1,0.0,0,0,0.0,1,1,0,0,stability=1,keep_rare_distinct=1,,,,analyze=36
llm,stagecheck,1,1,0.0,1,1,100.0,1,1,0,0,stagecheck=1,review_merge=1,,,,review=24
llm,stagedocs,1,1,0.0,1,1,100.0,1,1,0,0,stagedocs=1,review_merge=1,,,,analyze=23
llm,staging,1,1,0.0,0,0,0.0,1,1,0,0,staging=1,keep_rare_distinct=1,,,,analyze=34
llm,stamp,1,1,0.0,0,0,0.0,1,1,0,0,stamp=1,keep_rare_distinct=1,,,,build=68
llm,startserver,1,1,0.0,0,0,0.0,1,1,0,0,startserver=1,keep_rare_distinct=1,,,,analyze=36
llm,stash,1,1,0.0,0,0,0.0,1,1,0,0,stash=1,keep_rare_distinct=1,,,,merge=44898
llm,statcheck,1,1,0.0,1,1,100.0,1,1,0,0,statcheck=1,review_merge=1,,,,review=45
llm,states,1,1,0.0,0,0,0.0,1,1,0,0,states=1,keep_rare_distinct=1,,,,refactor=51
llm,statschk,1,1,0.0,0,0,0.0,1,1,0,0,statschk=1,keep_rare_distinct=1,,,,review=47
llm,statsparse,1,1,0.0,1,1,100.0,1,1,1,0,statsparse=1,auto_canonicalize_existing=1,,,,refactor=29
llm,stderr,1,1,0.0,0,0,0.0,1,1,0,0,stderr=1,keep_rare_distinct=1,,,,research=54
llm,stdout,1,1,0.0,0,0,0.0,1,1,0,0,stdout=1,keep_rare_distinct=1,,,,analyze=24
llm,stopchild,1,1,0.0,0,0,0.0,1,1,0,0,stopchild=1,keep_rare_distinct=1,,,,refactor=40473
llm,stopdocker,1,1,0.0,0,0,0.0,1,1,0,0,stopdocker=1,keep_rare_distinct=1,,,,analyze=77
llm,stopprocess,1,1,0.0,0,0,0.0,1,1,0,0,stopprocess=1,keep_rare_distinct=1,,,,refactor=30
llm,stoprunner,1,1,0.0,0,0,0.0,1,1,0,0,stoprunner=1,keep_rare_distinct=1,,,,analyze=87
llm,stopwatch,1,1,0.0,0,0,0.0,1,1,0,0,stopwatch=1,keep_rare_distinct=1,,,,refactor=31
llm,storage,1,1,0.0,0,0,0.0,1,1,0,0,storage=1,keep_rare_distinct=1,,,,diskfull=56
llm,store,1,1,0.0,0,0,0.0,1,1,0,0,store=1,keep_rare_distinct=1,,,,analyze=59
llm,storeflow,1,1,0.0,0,0,0.0,1,1,0,0,storeflow=1,keep_rare_distinct=1,,,,layering=138850
llm,storeupdate,1,1,0.0,1,1,100.0,1,1,0,0,storeupdate=1,review_merge=1,,,,analyze=44
llm,strace,1,1,0.0,0,0,0.0,1,1,0,0,strace=1,keep_rare_distinct=1,,,,review=49
llm,streaming,1,1,0.0,0,0,0.0,1,1,0,0,streaming=1,keep_rare_distinct=1,,,,review=61273
llm,stress,1,1,0.0,0,0,0.0,1,1,0,0,stress=1,keep_rare_distinct=1,,,,docs=187
llm,stressbench,1,1,0.0,0,0,0.0,1,1,0,0,stressbench=1,keep_rare_distinct=1,,,,stressng=454
llm,stressnghx,1,1,0.0,0,0,0.0,1,1,0,0,stressnghx=1,keep_rare_distinct=1,,,,docs=41
llm,stressngwarn,1,1,0.0,0,0,0.0,1,1,0,0,stressngwarn=1,keep_rare_distinct=1,,,,refactor=35
llm,strip,1,1,0.0,0,0,0.0,1,1,0,0,strip=1,keep_rare_distinct=1,,,,refactor=79539
llm,structure,1,1,0.0,0,0,0.0,1,1,0,0,structure=1,keep_rare_distinct=1,,,,refactor=8127
llm,study,1,1,0.0,0,0,0.0,1,1,0,0,study=1,keep_rare_distinct=1,,,,research=46
llm,styles,1,1,0.0,0,0,0.0,1,1,0,0,styles=1,keep_rare_distinct=1,,,,design=36129
llm,sudo,1,1,0.0,0,0,0.0,1,1,0,0,sudo=1,keep_rare_distinct=1,,,,refactor=45479
llm,sudocheck,1,1,0.0,1,1,100.0,1,1,1,0,sudocheck=1,auto_canonicalize_existing=1,,,,refactor=45457
llm,summarysvg,1,1,0.0,0,0,0.0,1,1,0,0,summarysvg=1,keep_rare_distinct=1,,,,analyze=31
llm,summarysync,1,1,0.0,0,0,0.0,1,1,0,0,summarysync=1,keep_rare_distinct=1,,,,analyze=43
llm,supervisor,1,1,0.0,0,0,0.0,1,1,0,0,supervisor=1,keep_rare_distinct=1,,,,refactor=5
llm,support,1,1,0.0,0,0,0.0,1,1,0,0,support=1,keep_rare_distinct=1,,,,explain=59
llm,syncdb,1,1,0.0,0,0,0.0,1,1,0,0,syncdb=1,keep_rare_distinct=1,,,,review=69
llm,syncetrize,1,1,0.0,0,0,0.0,1,1,0,0,syncetrize=1,keep_rare_distinct=1,,,,analyze=29
llm,syncsum,1,1,0.0,0,0,0.0,1,1,0,0,syncsum=1,keep_rare_distinct=1,,,,analyze=39
llm,syncsummar,1,1,0.0,0,0,0.0,1,1,0,0,syncsummar=1,keep_rare_distinct=1,,,,analyze=44
llm,synctracker,1,1,0.0,0,0,0.0,1,1,0,0,synctracker=1,keep_rare_distinct=1,,,,analyze=43
llm,syncui,1,1,0.0,0,0,0.0,1,1,0,0,syncui=1,keep_rare_distinct=1,,,,trace=36
llm,syncusersync,1,1,0.0,0,0,0.0,1,1,0,0,syncusersync=1,keep_rare_distinct=1,,,,review=71
llm,syncview,1,1,0.0,0,0,0.0,1,1,0,0,syncview=1,keep_rare_distinct=1,,,,refactor=29
llm,systemd,1,1,0.0,0,0,0.0,1,1,0,0,systemd=1,keep_rare_distinct=1,,,,refactor=49
llm,table,1,1,0.0,0,0,0.0,1,1,0,0,table=1,keep_rare_distinct=1,,,,research=23
llm,tagaggr,1,1,0.0,0,0,0.0,1,1,0,0,tagaggr=1,keep_rare_distinct=1,,,,design=56
llm,tagdesign,1,1,0.0,1,1,100.0,1,1,1,0,tagdesign=1,auto_canonicalize_existing=1,,,,design=48
llm,tagdocs,1,1,0.0,1,1,100.0,1,1,0,0,tagdocs=1,review_merge=1,,,,marketdoc=50
llm,tagpush,1,1,0.0,0,0,0.0,1,1,0,0,tagpush=1,keep_rare_distinct=1,,,,branding=61
llm,tagstability,1,1,0.0,0,0,0.0,1,1,0,0,tagstability=1,keep_rare_distinct=1,,,,design=65
llm,tap,1,1,0.0,0,0,0.0,1,1,0,0,tap=1,keep_rare_distinct=1,,,,branding=63
llm,tasks,1,1,0.0,0,0,0.0,1,1,0,0,tasks=1,keep_rare_distinct=1,,,,refactor=87999
llm,testb,1,1,0.0,1,1,100.0,1,1,1,0,testb=1,auto_canonicalize_existing=1,,,,refactor=30
llm,testccode,1,1,0.0,1,1,100.0,1,1,1,0,testccode=1,auto_canonicalize_existing=1,,,,refactor=80
llm,testcfg,1,1,0.0,1,1,100.0,1,1,0,0,testcfg=1,review_merge=1,,,,refactor=57139
llm,testchk,1,1,0.0,1,1,100.0,1,1,1,0,testchk=1,auto_canonicalize_existing=1,,,,review=67
llm,testcodexart,1,1,0.0,1,1,100.0,1,1,1,0,testcodexart=1,auto_canonicalize_existing=1,,,,build=56
llm,testcodexcor,1,1,0.0,1,1,100.0,1,1,1,0,testcodexcor=1,auto_canonicalize_existing=1,,,,testcodex=69
llm,testcodexdoc,1,1,0.0,1,1,100.0,1,1,1,0,testcodexdoc=1,auto_canonicalize_existing=1,,,,testcodex=132
llm,testcodexfls,1,1,0.0,1,1,100.0,1,1,1,0,testcodexfls=1,auto_canonicalize_existing=1,,,,refactor=31
llm,testcodexraw,1,1,0.0,1,1,100.0,1,1,1,0,testcodexraw=1,auto_canonicalize_existing=1,,,,summary=28
llm,testcsv,1,1,0.0,1,1,100.0,1,1,1,0,testcsv=1,auto_canonicalize_existing=1,,,,test=77
llm,testdelete,1,1,0.0,1,1,100.0,1,1,0,0,testdelete=1,review_merge=1,,,,refactor=127332
llm,testdiff,1,1,0.0,1,1,100.0,1,1,1,0,testdiff=1,auto_canonicalize_existing=1,,,,review=44
llm,testdoc,1,1,0.0,1,1,100.0,1,1,1,0,testdoc=1,auto_canonicalize_existing=1,,,,eval=60
llm,testkernel,1,1,0.0,1,1,100.0,1,1,1,0,testkernel=1,auto_canonicalize_existing=1,,,,enable=56
llm,testrefactor,1,1,0.0,1,1,100.0,1,1,1,0,testrefactor=1,auto_canonicalize_existing=1,,,,refactor=107975
llm,testresult,1,1,0.0,1,1,100.0,1,1,0,0,testresult=1,review_merge=1,,,,test=35
llm,testrewrite,1,1,0.0,1,1,100.0,1,1,1,0,testrewrite=1,auto_canonicalize_existing=1,,,,refactor=89
llm,testsyscall,1,1,0.0,1,1,100.0,1,1,1,0,testsyscall=1,auto_canonicalize_existing=1,,,,stressng=293
llm,testtrim,1,1,0.0,1,1,100.0,1,1,0,0,testtrim=1,review_merge=1,,,,refactor=114096
llm,tex,1,1,0.0,0,0,0.0,1,1,0,0,tex=1,keep_rare_distinct=1,,,,review=22
llm,timecheck,1,1,0.0,1,1,100.0,1,1,0,0,timecheck=1,review_merge=1,,,,review=77
llm,todoist,1,1,0.0,0,0,0.0,1,1,0,0,todoist=1,keep_rare_distinct=1,,,,refactor=10
llm,tokencheck,1,1,0.0,1,1,100.0,1,1,0,0,tokencheck=1,review_merge=1,,,,review=43
llm,tokencount,1,1,0.0,0,0,0.0,1,1,0,0,tokencount=1,keep_rare_distinct=1,,,,review=21
llm,tokensummary,1,1,0.0,1,1,100.0,1,1,1,0,tokensummary=1,auto_canonicalize_existing=1,,,,refactor=79277
llm,tooldesign,1,1,0.0,1,1,100.0,1,1,0,0,tooldesign=1,review_merge=1,,,,docupdate=58
llm,topcheck,1,1,0.0,0,0,0.0,1,1,0,0,topcheck=1,keep_rare_distinct=1,,,,design=26
llm,topdesign,1,1,0.0,1,1,100.0,1,1,1,0,topdesign=1,auto_canonicalize_existing=1,,,,design=67
llm,traceattach,1,1,0.0,0,0,0.0,1,1,0,0,traceattach=1,keep_rare_distinct=1,,,,review=66
llm,traceconfig,1,1,0.0,0,0,0.0,1,1,0,0,traceconfig=1,keep_rare_distinct=1,,,,review=86402
llm,tracee,1,1,0.0,0,0,0.0,1,1,0,0,tracee=1,keep_rare_distinct=1,,,,refactor=60
llm,tracker,1,1,0.0,0,0,0.0,1,1,0,0,tracker=1,keep_rare_distinct=1,,,,analyze=18
llm,trackergen,1,1,0.0,0,0,0.0,1,1,0,0,trackergen=1,keep_rare_distinct=1,,,,analyze=40
llm,trackissues,1,1,0.0,0,0,0.0,1,1,0,0,trackissues=1,keep_rare_distinct=1,,,,branding=39
llm,trackresult,1,1,0.0,0,0,0.0,1,1,0,0,trackresult=1,keep_rare_distinct=1,,,,analyze=19
llm,trackupdate,1,1,0.0,1,1,100.0,1,1,0,0,trackupdate=1,review_merge=1,,,,design=17
llm,train,1,1,0.0,0,0,0.0,1,1,0,0,train=1,keep_rare_distinct=1,,,,analyze=67
llm,treebuild,1,1,0.0,1,1,100.0,1,1,0,0,treebuild=1,review_merge=1,,,,review=47
llm,trimoverfull,1,1,0.0,0,0,0.0,1,1,0,0,trimoverfull=1,keep_rare_distinct=1,,,,review=40
llm,truncate,1,1,0.0,0,0,0.0,1,1,0,0,truncate=1,keep_rare_distinct=1,,,,review=160618
llm,tsconfig,1,1,0.0,0,0,0.0,1,1,0,0,tsconfig=1,keep_rare_distinct=1,,,,design=79672
llm,tsharksetup,1,1,0.0,0,0,0.0,1,1,0,0,tsharksetup=1,keep_rare_distinct=1,,,,trace=63185
llm,tuicols,1,1,0.0,0,0,0.0,1,1,0,0,tuicols=1,keep_rare_distinct=1,,,,design=56
llm,tuirender,1,1,0.0,0,0,0.0,1,1,0,0,tuirender=1,keep_rare_distinct=1,,,,design=40
llm,tuiupdate,1,1,0.0,1,1,100.0,1,1,1,0,tuiupdate=1,auto_canonicalize_existing=1,,,,workshop=1361470
llm,tune,1,1,0.0,0,0,0.0,1,1,0,0,tune=1,keep_rare_distinct=1,,,,refactor=51
llm,typecheck,1,1,0.0,0,0,0.0,1,1,0,0,typecheck=1,keep_rare_distinct=1,,,,docs=37
llm,types,1,1,0.0,0,0,0.0,1,1,0,0,types=1,keep_rare_distinct=1,,,,review=60460
llm,uiupdate,1,1,0.0,1,1,100.0,1,1,1,0,uiupdate=1,auto_canonicalize_existing=1,,,,design=59
llm,uiux,1,1,0.0,0,0,0.0,1,1,0,0,uiux=1,keep_rare_distinct=1,,,,linksetup=13
llm,undo,1,1,0.0,0,0,0.0,1,1,0,0,undo=1,keep_rare_distinct=1,,,,explain=22
llm,unicodefix,1,1,0.0,0,0,0.0,1,1,0,0,unicodefix=1,keep_rare_distinct=1,,,,analyze=33
llm,unignore,1,1,0.0,0,0,0.0,1,1,0,0,unignore=1,keep_rare_distinct=1,,,,benchmark=24
llm,uniquevalue,1,1,0.0,0,0,0.0,1,1,0,0,uniquevalue=1,keep_rare_distinct=1,,,,examples=28
llm,unittest,1,1,0.0,1,1,100.0,1,1,1,0,unittest=1,auto_canonicalize_existing=1,,,,refactor=16
llm,unstage,1,1,0.0,0,0,0.0,1,1,0,0,unstage=1,keep_rare_distinct=1,,,,test=56
llm,unused,1,1,0.0,0,0,0.0,1,1,0,0,unused=1,keep_rare_distinct=1,,,,refactor=47137
llm,updateapi,1,1,0.0,1,1,100.0,1,1,0,0,updateapi=1,review_merge=1,,,,branding=25
llm,updateffmpeg,1,1,0.0,1,1,100.0,1,1,0,0,updateffmpeg=1,review_merge=1,,,,analyze=37
llm,updategrub,1,1,0.0,1,1,100.0,1,1,0,0,updategrub=1,review_merge=1,,,,testcodex=53
llm,updatehtml,1,1,0.0,1,1,100.0,1,1,0,0,updatehtml=1,review_merge=1,,,,design=42
llm,updatejson,1,1,0.0,1,1,100.0,1,1,0,0,updatejson=1,review_merge=1,,,,analyze=37
llm,updatemap,1,1,0.0,1,1,100.0,1,1,0,0,updatemap=1,review_merge=1,,,,benchmark=97
llm,updatesink,1,1,0.0,1,1,100.0,1,1,1,0,updatesink=1,auto_canonicalize_existing=1,,,,designcodex=25
llm,updateui,1,1,0.0,0,0,0.0,1,1,0,0,updateui=1,keep_rare_distinct=1,,,,workspace=164241
llm,upload,1,1,0.0,0,0,0.0,1,1,0,0,upload=1,keep_rare_distinct=1,,,,build=43
llm,uprobe,1,1,0.0,0,0,0.0,1,1,0,0,uprobe=1,keep_rare_distinct=1,,,,refactor=95404
llm,upsertfix,1,1,0.0,0,0,0.0,1,1,0,0,upsertfix=1,keep_rare_distinct=1,,,,refactor=52
llm,upstream,1,1,0.0,0,0,0.0,1,1,0,0,upstream=1,keep_rare_distinct=1,,,,review=53
llm,use,1,1,0.0,0,0,0.0,1,1,0,0,use=1,keep_rare_distinct=1,,,,review=47041
llm,userconfig,1,1,0.0,0,0,0.0,1,1,0,0,userconfig=1,keep_rare_distinct=1,,,,design=75
llm,userscenario,1,1,0.0,0,0,0.0,1,1,0,0,userscenario=1,keep_rare_distinct=1,,,,refactor=6
llm,uxintegrator,1,1,0.0,0,0,0.0,1,1,0,0,uxintegrator=1,keep_rare_distinct=1,,,,design=19
llm,uxmap,1,1,0.0,0,0,0.0,1,1,0,0,uxmap=1,keep_rare_distinct=1,,,,design=56
llm,uxrefine,1,1,0.0,0,0,0.0,1,1,0,0,uxrefine=1,keep_rare_distinct=1,,,,diagram=67
llm,uxreview,1,1,0.0,1,1,100.0,1,1,0,0,uxreview=1,review_merge=1,,,,docs=14
llm,vendor,1,1,0.0,0,0,0.0,1,1,0,0,vendor=1,keep_rare_distinct=1,,,,refactor=80
llm,vendoring,1,1,0.0,0,0,0.0,1,1,0,0,vendoring=1,keep_rare_distinct=1,,,,meta=59
llm,veri,1,1,0.0,0,0,0.0,1,1,0,0,veri=1,keep_rare_distinct=1,,,,refactor=70
llm,verifyarg,1,1,0.0,0,0,0.0,1,1,0,0,verifyarg=1,keep_rare_distinct=1,,,,commitlog=45
llm,verifyartef,1,1,0.0,0,0,0.0,1,1,0,0,verifyartef=1,keep_rare_distinct=1,,,,analyzesess=43
